qid,answer,answer_start,answer_start_relative
667,the chemical composition of the pentose residues of the bases,7,0.17028985507246377
668,mudflat,420,0.39311594202898553
669,Nucleic acid synthesis,361,0.6992753623188406
670,1853,132,0.03515625
671,Joseph Gibson Hoyt.,38,0.0
672,Eliot,142,0.3203125
673,not having had a prior financial endowment,419,0.294921875
674,John O'Fallon,284,0.1328125
675,A Vindication of the Rights of Woman (1791),535,0.02482876712328767
676,1724,15,0.04708904109589041
677,reason,426,0.7123287671232876
678,20th,305,0.3544520547945205
679,1791,573,0.0958904109589041
680,aluminium,5,0.722737819025522
681,35–55 kg,443,0.31554524361948955
682,80%,252,0.722737819025522
683,aluminium,220,0.0962877030162413
684,100%,26,0.3863109048723898
685,Spirit possession,0,0.07066381156316917
686,ghorala,421,0.09421841541755889
687,Bhaironji,233,0.7301927194860813
688,rights,113,0.11027837259100642
689,death by beheading,377,0.8865096359743041
690,mount,431,0.14930555555555555
691,progressively less-severe beatings,529,0.4270833333333333
692,loss of self-control and violent emotional outbursts,528,0.8315972222222222
693,criminals were never imprisoned,231,0.7361111111111112
694,mutilation,432,0.3506944444444444
695,"an independent nation, tribe, or power",340,0.7759103641456583
696,contract by treaty,411,0.3734827264239029
697,"agreements, statutes, and executive orders",542,0.5676937441643324
698,a segment on 60 Minutes,292,0.28664799253034545
699,Killian documents,363,0.07376283846872082
700,the late 1960s and early 1970s,88,0.9404878048780487
701,CBS News,266,0.10829268292682927
702,"Indian Appropriations Act of March 3, 1871",113,0.6643902439024391
703,Bush,120,0.5297560975609756
704,1871,9,0.10048780487804879
705,Glory of the Arabs,545,0.7565337001375516
706,1918,42,0.27441540577716644
707,two more boys,309,0.21320495185694635
708,postal worker,141,0.04401650618982118
709,Alexandria,201,0.8101788170563962
710,boomerang,129,0.4836879432624113
711,Metal Gear Solid 4: Guns of the Patriots,328,0.4978723404255319
712,Daniel White,213,0.8638297872340426
713,domestic supporters' clubs,64,0.39574468085106385
714,Tokyo Game Show,260,0.07659574468085106
715,Final Fantasy VII,559,0.2216867469879518
716,16,355,0.40481927710843374
717,Arsenal Independent Supporters' Association,184,0.01325301204819277
718,Arsenal Football Supporters' Club,106,0.9542168674698795
719,Arsenal Supporters' Trust,274,0.04216867469879518
720,80%,130,0.19786729857819904
721,Seagram,188,0.9253554502369669
722,its stake in DuPont,231,0.9715639810426541
723,$5.7 billion,200,0.5829383886255924
724,The Traymore Hotel,0,0.19786729857819904
725,One-Nil to the Arsenal,537,0.09682804674457429
726,E3 2005,106,0.19365609348914858
727,PolyGram,380,0.8380634390651085
728,Price and McLanahan,297,0.4073455759599332
729,1879,92,0.48580968280467446
730,a Green Beret advisor,16,0.9506802721088435
731,"the Bronze Star Medal with Combat ""V""",448,0.2193877551020408
732,PCF-94,61,0.5578231292517006
733,James Rassmann,0,0.4421768707482993
734,heroic achievement,491,0.18027210884353742
735,liquefied natural gas (LNG),374,0.10952380952380952
736,Minneapolis,109,0.3404761904761905
737,money transfer services,393,0.7476190476190476
738,halal,367,0.5071428571428571
739,Cedar-Riverside,555,0.03571428571428571
740,off Australia's northwestern coast,214,0.3955773955773956
741,3 trillion,280,0.08353808353808354
742,"20,000",13,0.9176904176904177
743,the world's first floating liquefied natural gas (FLNG) facility,66,0.542997542997543
744,the exploitation of untapped natural gas reserves located in remote areas,475,0.9361179361179361
745,1895,235,0.22837370242214533
746,that early hominids and early humans were hunters,48,0.4913494809688581
747,archaeologists and paleoanthropologists,294,0.24567474048442905
748,Archaeologist,0,0.7249134948096886
749,confrontational scavenging,376,0.0657439446366782
750,1873,78,0.914004914004914
751,1895,235,0.009828009828009828
752,1873,78,0.4226044226044226
753,challenging and scaring off,419,0.7371007371007371
754,1873,78,0.17936117936117937
755,Franz Oberhauser,271,0.141804788213628
756,Franz Oberhauser,271,0.567219152854512
757,"""east""",285,0.567219152854512
758,1670,47,0.852670349907919
759,"""the East Indies""",90,0.1289134438305709
760,Moneypenny,388,0.2660098522167488
761,Rome,39,0.4088669950738916
762,Mr. Hinx,358,0.4802955665024631
763,1590,465,0.1625615763546798
764,the East Indies,91,0.9039408866995073
765,Balboa Park,111,0.43360433604336046
766,San Diego Beer Week,505,0.3509485094850949
767,beer tours,478,0.7276422764227642
768,America's Craft Beer Capital,565,0.9552845528455285
769,Mission San Diego de Alcala,320,0.0
770,second-highest,196,0.6078199052132701
771,2.6,558,0.06872037914691943
772,highest percentage,491,0.29739336492890994
773,12.9%,111,0.10071090047393365
774,San Francisco,253,0.990521327014218
775,the Achaemenid Empire,24,0.09714285714285714
776,ancient Egypt,372,0.6642857142857143
777,the Achaemenid Empire,24,0.8114285714285714
778,the Black Sea,133,0.8857142857142857
779,Central Asia,501,0.4142857142857143
780,a blood and nerve supply,291,0.6209150326797386
781,"enamel, dentine and cementum",244,0.22549019607843138
782,"our teeth send a message to our brain and we realise that it cannot be chewed, so we stop trying.",502,0.8529411764705882
783,"to tear, scrape, milk and chew food",116,0.6633986928104575
784,in the jaws (or mouths),58,0.434640522875817
785,Philip Magnus,379,0.9313572542901716
786,1789,518,0.0
787,1766,595,0.7410296411856474
788,Annual Register,85,0.38221528861154447
789,political,169,0.20904836193447737
790,deteriorate,247,0.16826265389876882
791,a prehistoric cave,526,0.12995896032831739
792,Dyed flax fibers,452,0.4076607387140903
793,Archeologists,319,0.049247606019151846
794,tied around,152,0.1012311901504788
795,two,278,0.3360655737704918
796,North Carolina,123,0.5901639344262295
797,Elizabeth I,9,0.09380692167577413
798,Sir Walter Raleigh,42,0.026411657559198543
799,1584,3,0.19489981785063754
800,food,242,0.8866714183891661
801,a brief victory parade,58,0.4932287954383464
802,the terms of the armistice,25,0.009978617248752673
803,"200,000",535,0.4868139700641482
804,five billion franc,370,0.07270135424091233
805,Mediterranean islands,197,0.12769010043041606
806,the greater noctule bat,385,0.37733142037302725
807,higher concentrations of migrating birds,459,0.7804878048780488
808,Predation,100,0.6269727403156384
809,southbound passerine migrants,292,0.9540889526542324
810,QCD and the electro-weak theory,574,0.39285714285714285
811,quantum electrodynamics,21,0.8888888888888888
812,Einstein field equation of general relativity,209,0.8392857142857143
813,Yang–Mills theories,540,0.03373015873015873
814,consequences of a free massless spin 2 field,147,0.24603174603174602
815,38 million,138,0.4542743538767396
816,$17.1 billion,237,0.3996023856858847
817,promoted to a higher division,489,0.09343936381709742
818,round-robin,377,0.7017892644135189
819,relegated to a lower division,577,0.6073558648111332
820,historical buildings,372,0.35931790499390986
821,Mercedes-Benz,528,0.928136419001218
822,commits suicide,275,0.21193666260657734
823,thallium poisoning,55,0.1559074299634592
824,South Beach,277,0.020706455542021926
825,Hinx.,357,0.6172506738544474
826,points,145,0.7345013477088949
827,governing bodies,4,0.1280323450134771
828,Tangier.,599,0.8908355795148248
829,Tangier,599,0.4501347708894879
830,"862,477",164,0.5539358600583091
831,New York,344,0.5539358600583091
832,Bridgeport,424,0.9358600583090378
833,"129,779",458,0.18950437317784258
834,"129,779",458,0.5568513119533528
835,the tuna capital of the world,138,0.5778846153846153
836,rising costs and foreign competition,522,0.7461538461538462
837,Japan,380,0.12788461538461537
838,Portuguese Azores,406,0.23365384615384616
839,"more than 1,000",266,0.5221153846153846
840,234,421,0.31716417910447764
841,humid subtropical,133,0.20522388059701493
842,234,421,0.44527363184079605
843,January,79,0.0945273631840796
844,humid continental,370,0.9465174129353234
845,Zakariya,384,0.1254980079681275
846,two,67,0.0796812749003984
847,Maryam,50,0.7649402390438247
848,19,227,0.34063745019920316
849,Luke,287,0.4721115537848606
850,"7,531",9,0.6265822784810127
851,Pima County,506,0.38449367088607594
852,"13,913",79,0.17246835443037975
853,"535,000",608,0.23734177215189872
854,Veterans Hospital,186,0.02531645569620253
855,University of Edinburgh,351,0.4669051878354204
856,eldest Vinaccia luthier who first ran the shop,51,0.8944543828264758
857,University of Edinburgh,439,0.36493738819320215
858,Gennaro Vinaccia (active c. 1710 to c. 1788) and Nic,130,0.5134168157423972
859,"Conservatoire Royal de Musique in Brussels, Belgium.",565,0.12164579606440072
860,the China American Football League,69,0.22152886115444617
861,Philadelphia Soul,159,0.9126365054602185
862,August 2012,3,0.12636505460218408
863,ESPN,138,0.37753510140405616
864,Ron Jaworski,202,0.8143525741029641
865,strong continuity,217,0.08771929824561403
866,Romila Thapar,0,0.7384370015948963
867,social-economic,172,0.19298245614035087
868,Muslim conquests,314,0.32216905901116427
869,south,409,0.8006379585326954
870,two,583,0.1540130151843818
871,Europe and Asia,285,0.8210412147505423
872,the Euroleague,383,0.6800433839479393
873,1971 to 1975,14,0.1540130151843818
874,Harlem Globetrotters,205,0.27440347071583515
875,foreign aid,513,0.01461038961038961
876,one of the world's poorest countries,154,0.12824675324675325
877,15%,225,0.30194805194805197
878,printing and maintaining the Liberian dollar,47,0.8214285714285714
879,US$496,263,0.987012987012987
880,Foxconn,0,0.4274193548387097
881,Verité,310,0.6209677419354839
882,"Longhua, Shenzhen",471,0.3763440860215054
883,Electronic Industry Code of Conduct Implementation Group,333,0.06720430107526881
884,2006,431,0.8508064516129032
885,General William Lynn Roberts,312,0.4599447513812155
886,John Foster Dulles,579,0.6284530386740331
887,the West Front,209,0.292817679558011
888,Suger,0,0.9033149171270718
889,the South,158,0.06906077348066299
890,Syngman Rhee,479,0.1733800350262697
891,Roman god of the sea,523,0.8581436077057794
892,17 times,240,0.4010507880910683
893,pointed arches of the Gothic style,588,0.0
894,the Roman Arch of Constantine,349,0.7705779334500875
895,to ease the problem of congestion,432,0.8184931506849316
896,U.S. Korean Military Advisory Group,232,0.511986301369863
897,Uranus,315,0.136986301369863
898,164.8 years,430,0.3090753424657534
899,god Neptune's trident,601,0.02910958904109589
900,Graves,415,0.8561151079136691
901,populations,579,0.3251798561151079
902,genetic variation,63,0.43884892086330934
903,0.1,304,0.5568345323741007
904,5%,154,0.06906474820143885
905,29,590,0.39883268482490275
906,Wake Island,176,0.49416342412451364
907,"1,900,000",433,0.11089494163424124
908,100 million,115,0.49416342412451364
909,the model of the cathedral,582,0.877431906614786
910,The Monreale mosaics,0,0.49552772808586765
911,King William II of Sicily,219,0.9785330948121646
912,King William II,500,0.2558139534883721
913,the Federated States of Micronesia,105,0.13237924865831843
914,180,489,0.46332737030411447
915,1086,463,0.9475218658892128
916,Battle of Sagrajas,502,0.6545189504373178
917,Emir,55,0.26239067055393583
918,the Christian kingdoms of the north,121,0.13556851311953352
919,Taifa of Badajoz,202,0.3323615160349854
920,predation,161,0.2563131313131313
921,the way in which they eat,246,0.0
922,parasitoidism,590,0.35858585858585856
923,true predation,571,0.9128787878787878
924,sailing yachts and catamarans,598,0.16035353535353536
925,"Cagliari, Genoa, Livorno, Naples, Tunis",168,0.6535433070866141
926,parasitoidism,590,0.48031496062992124
927,The port of Palermo,0,0.03937007874015748
928,2 million,253,0.7362204724409449
929,2 million,253,0.41338582677165353
930,collapses,397,0.09501187648456057
931,glacial outflow,583,0.6021377672209026
932,Antarctic Peninsula,481,0.8574821852731591
933,floating ice shelves,11,0.0332541567695962
934,snow falling,312,0.5225653206650831
935,94 percent,339,0.04856687898089172
936,25 percent,429,0.14888535031847133
937,Geoff Zanelli,230,0.21496815286624205
938,2010,261,0.35668789808917195
939,two,195,0.2914012738853503
940,2005,152,0.16243654822335024
941,fifth,64,0.6649746192893401
942,fifth,171,0.5989847715736041
943,second,113,0.39847715736040606
944,$250 million,420,0.16243654822335024
945,10.5,396,0.5894039735099338
946,SS Nestorian,109,0.06181015452538632
947,23,16,0.06181015452538632
948,Quebec City,150,0.3708609271523179
949,Paris,243,0.9558498896247241
950,grow,142,0.2185792349726776
951,Daylighting,245,0.046994535519125684
952,Lighting or illumination,0,0.3617486338797814
953,energy consumption,475,0.11584699453551912
954,artificial light sources,134,0.15737704918032788
955,emerald,585,0.4975247524752475
956,positive,597,0.15841584158415842
957,grene,81,0.8304455445544554
958,camouflage,522,0.7400990099009901
959,springtime,242,0.6485148514851485
960,"full-time, salaried officers prohibited from taking private fees",295,0.8260869565217391
961,Australian citizenship,504,0.36231884057971014
962,High Court of Australia,322,0.42351046698872785
963,colony acquired by settlement,32,0.07568438003220612
964,Australia,146,0.24798711755233493
965,the Norfolk Island Act 1913 (Cth),185,0.19101123595505617
966,An Thoi,299,0.07303370786516854
967,Lieutenant Commander George Elliott,28,0.602996254681648
968,"March 1, 1969",581,0.2696629213483146
969,beaching the boat without orders,156,0.9101123595505618
970,a historical summary,600,0.30170316301703165
971,Henry and John Fielding,164,0.4902676399026764
972,Robert Peel,595,0.9306569343065694
973,full-time,295,0.5669099756690997
974,stipendiary system,239,0.6362530413625304
975,1859 to 1873,53,0.02711864406779661
976,the conscription of every male,380,0.8322033898305085
977,reforms,95,0.0
978,Albrecht von Roon,0,0.7593220338983051
979,a reorganization of the army,258,0.10338983050847457
980,Juris Canonici Baccalaureatus,306,0.23178807947019867
981,"lawyers, judges",79,0.3973509933774834
982,Juris Canonici Licentiatus,406,0.0
983,civilly-binding force,203,0.8940397350993378
984,Bachelor of Canon Law,337,0.6291390728476821
985,the School of Medicine and the School of Social Work,73,0.3478735005452563
986,the NAACP,333,0.11668484187568157
987,the Student Committee for the Admission of Negroes (SCAN),439,0.5343511450381679
988,1947,63,0.1766630316248637
989,May 1952,548,0.6695747001090513
990,theft,648,0.3041575492341357
991,related only to tangible property,467,0.4660831509846827
992,intellectual property,370,0.05798687089715536
993,piracy and theft,10,0.3041575492341357
994,piracy,101,0.044857768052516414
995,2001,52,0.0045351473922902496
996,second,486,0.5515873015873016
997,first,311,0.2290249433106576
998,a double n,73,0.213718820861678
999,German,217,0.576530612244898
1000,2006,623,0.5531531531531532
1001,Sven-Göran Eriksson,0,0.11351351351351352
1002,No.4,447,0.8792792792792793
1003,five,380,0.5351351351351351
1004,traditional English spelling,531,0.26126126126126126
1005,"6,000",305,0.1406060606060606
1006,The University of St. Thomas,92,0.17696969696969697
1007,1960,593,0.6121212121212121
1008,Sharpstown,620,0.11515151515151516
1009,Asty Films,106,0.22545454545454546
1010,Orestis Laskos,359,0.04431599229287091
1011,1907,88,0.348747591522158
1012,1896,35,0.3737957610789981
1013,2002,3,0.4142581888246628
1014,Golfo,177,0.21965317919075145
1015,2005,495,0.03914590747330961
1016,5 °C,644,0.023131672597864767
1017,California,543,0.9163701067615658
1018,Wilkins Ice Shelf,144,0.26868327402135234
1019,Rice University,161,0.7206405693950177
1020,2001,373,0.08481012658227848
1021,"indicates that the TRIPS agreement should be read with the goals of public health in mind, and allows some methods for circumventing pharmaceutical monopolies",423,0.16075949367088607
1022,World Trade Organization,283,0.5164556962025316
1023,50,483,0.40379746835443037
1024,26,597,0.8632911392405064
1025,200,225,0.5388127853881278
1026,"400,000",429,0.3070776255707763
1027,2001,373,0.4520547945205479
1028,countries must allow pharmaceutical products to be patented,309,0.9474885844748858
1029,New Haven Harbor,0,0.632420091324201
1030,Soviet launch of Sputnik,107,0.9087779690189329
1031,Project Genetrix,419,0.7246127366609294
1032,NASA,529,0.0
1033,American scientists,640,0.4010327022375215
1034,illegal,385,0.7418244406196214
1035,2014,141,0.07345013477088949
1036,17.7,206,0.19474393530997305
1037,February 1985,36,0.2068733153638814
1038,March 1985,304,0.12466307277628032
1039,"""Into the Groove""",349,0.6253369272237197
1040,"""Crazy for You"" and ""Gambler""",212,0.38065843621399176
1041,2.8%,570,0.7222222222222222
1042,$1.5 billion,329,0.9444444444444444
1043,"Davidson, Shelby, and Sevier",455,0.9444444444444444
1044,Vision Quest,105,0.21810699588477367
1045,Visigothic and the Suebi Germanic peoples,165,0.10776942355889724
1046,The Celts and the Romans,119,0.424812030075188
1047,15th and 16th centuries,437,0.21428571428571427
1048,Age of Discovery,494,0.45614035087719296
1049,1139,356,0.40726817042606517
1050,That's Solent,517,0.2231578947368421
1051,Meridian,297,0.7389473684210527
1052,Whiteley,337,0.5621052631578948
1053,South Today,200,0.3094736842105263
1054,2014,598,0.6105263157894737
1055,expelled and shunned,203,0.18352059925093633
1056,the Governing Body,52,0.0898876404494382
1057,"part of ""God's organization""",386,0.5730337078651685
1058,Satan the Devil,513,0.0
1059,dissent,103,0.4868913857677903
1060,second largest,157,0.21365248226950354
1061,Eureka Tower,560,0.5336879432624113
1062,Charles D'Ebro and Richard Speight,448,0.7774822695035462
1063,William Pitt,390,0.11790780141843972
1064,2006,574,0.6134751773049646
1065,the East Indies,296,0.6528189910979229
1066,the Levant,366,0.9851632047477745
1067,the Ottoman Porte,411,0.03560830860534125
1068,permits from the Ottoman Empire,636,0.8983679525222552
1069,middle of the 19th century,80,0.030415430267062313
1070,US$199,146,0.19316239316239317
1071,April 1992,213,0.9264957264957265
1072,Playtronic,568,0.7025641025641025
1073,1993,560,0.5811965811965812
1074,GB£150,228,0.015384615384615385
1075,The Rovers Return,108,0.2936802973977695
1076,BBC One,283,0.0055762081784386614
1077,ITV,189,0.70817843866171
1078,The Queen Vic,194,0.026022304832713755
1079,the Woolpack,295,0.5446096654275093
1080,"253,651",540,0.4305555555555556
1081,75,144,0.13675213675213677
1082,north-west,204,0.3034188034188034
1083,Hampshire,87,0.1955128205128205
1084,Sotonian,667,0.7873931623931624
1085,sere,219,0.1
1086,Italian and Spanish,454,0.6709090909090909
1087,avere,205,0.3181818181818182
1088,body parts,92,0.8854545454545455
1089,être,310,0.25636363636363635
1090,excreted,25,0.4604200323101777
1091,bone tissue,513,0.022617124394184167
1092,phosphates,559,0.33117932148626816
1093,Bruce Cumings,480,0.9418416801292407
1094,Chiang Kai-shek's Encirclement Campaigns,327,0.6187399030694669
1095,Chiang Kai-shek,327,0.5028328611898017
1096,0.5%,57,0.8031161473087819
1097,5%,203,0.1388101983002833
1098,China,58,0.8838526912181303
1099,launch guerrilla raids,614,0.71671388101983
1100,1715–1763,273,0.1339421613394216
1101,temples and imperial residences,451,0.0532724505327245
1102,Qing Dynasty,514,0.2694063926940639
1103,Cao Xueqin,261,0.5464231354642314
1104,nobles,135,0.1613394216133942
1105,Zhu Yuanzhang,106,0.6805177111716622
1106,the Red Turban Rebellion,39,0.004768392370572207
1107,1368–1398,188,0.27111716621253407
1108,Yuan officeholders,617,0.5177111716621253
1109,Zhu Yuanzhang,106,0.22138964577656675
1110,Suez,274,0.3452685421994885
1111,Margaret Thatcher,441,0.12531969309462915
1112,1982,677,0.829923273657289
1113,Britain,38,0.0
1114,Argentina,664,0.1918158567774936
1115,Larger SAMs,0,0.7858672376873662
1116,autocannons,659,0.2955032119914347
1117,air-search radar,375,0.1377587437544611
1118,MANPADS,191,0.12205567451820129
1119,Man-Portable Air Defence Systems,157,0.0
1120,botanical specimens,93,0.3138888888888889
1121,small workshop,650,0.2361111111111111
1122,flour,228,0.1527777777777778
1123,Ben Herdman,180,0.42777777777777776
1124,rotating paddles,449,0.9388888888888889
1125,The development of writing,0,0.36255924170616116
1126,food production,327,0.26303317535545023
1127,a surplus of food,186,0.7109004739336493
1128,community,433,0.26303317535545023
1129,work towards bare survival,492,0.41706161137440756
1130,1938,586,0.08321775312066575
1131,King George V and Queen Mary,49,0.11511789181692095
1132,Windsor,143,0.31900138696255204
1133,alcohol,418,0.912621359223301
1134,World War I,7,0.6865464632454924
1135,March 44 BC,306,0.15151515151515152
1136,Mark Antony,320,0.1531986531986532
1137,senators,222,0.7828282828282829
1138,the Roman Republic was in danger,177,0.07912457912457913
1139,Caesar,0,0.4797979797979798
1140,three,249,0.9059180576631259
1141,present-day Virginia,405,0.6509863429438544
1142,Anglican Centre,293,0.0
1143,considered English or white,664,0.34142640364188165
1144,male settlers,11,0.7329286798179059
1145,Michael Ramsey,76,0.25190839694656486
1146,Paul VI,0,0.05916030534351145
1147,"April 5, 1614",358,0.6603053435114504
1148,Rome,312,0.9732824427480916
1149,Thomas Rolfe,485,0.5477099236641222
1150,Destiny's Child,320,0.452642073778664
1151,Dangerously in Love,505,0.26021934197407776
1152,late 1990s,276,0.04386839481555334
1153,Mathew Knowles,360,0.3659022931206381
1154,in the late 1990s,269,0.4905284147557328
1155,Parisians,226,0.23246329526916804
1156,rail,595,0.04567699836867863
1157,ringing church bells,387,0.3254486133768352
1158,1784,305,0.47797716150081565
1159,Benjamin Franklin,48,0.7422512234910277
1160,"Redwater, Alberta",506,0.8972972972972973
1161,half,538,0.20324324324324325
1162,five,12,0.15027027027027026
1163,crude oil,53,0.042702702702702704
1164,diesel fuel,185,0.07567567567567568
1165,Europe and America,263,0.9132653061224489
1166,the 18th century in which reason was advocated as the primary source and legitimacy for authority.,89,0.3129251700680272
1167,the 15th century,544,0.10884353741496598
1168,speak well and write,437,0.46598639455782315
1169,quadrivium and scholastic logic.,665,0.18027210884353742
1170,Pregnant,273,0.017127799736495388
1171,the elderly,96,0.3241106719367589
1172,To compensate for additional fluid output,543,0.10540184453227931
1173,700 mL/day,628,0.47167325428194995
1174,300 mL/day,531,0.37417654808959155
1175,schizocoelous development,465,0.6210790464240903
1176,radial cleavage,620,0.2559598494353827
1177,both groups possess a complete digestive tract,68,0.17314930991217065
1178,Europeans living among Indigenous Americans,5,0.4767879548306148
1179,Some traders,384,0.0
1180,enterocoelic pouching,568,0.12406417112299466
1181,in the city,549,0.029946524064171122
1182,deuterostomes,290,0.10481283422459893
1183,"""white Indians""",61,0.5122994652406417
1184,for their education,680,0.9540106951871657
1185,13,412,0.4031936127744511
1186,midwifery,682,0.005988023952095809
1187,Princess Margaret Hospital,4,0.9341317365269461
1188,Funafuti,34,0.18363273453093812
1189,nine or ten,611,0.5109780439121756
1190,cotton fiber paper,31,0.4630969609261939
1191,Philippine,593,0.44283646888567296
1192,Federal Reserve,272,0.0
1193,6.14 inches,438,0.25615050651230103
1194,wood fiber,94,0.32127351664254705
1195,low-volume hours,279,0.5424013434089001
1196,at the reception counter on the 2nd floor,522,0.9109991603694374
1197,"36 and 60, upper-deck car",628,0.42065491183879095
1198,a single-level elevator stopping at all adjacent floors,327,0.0327455919395466
1199,Double deck elevators,0,0.32157850545759864
1200,Socrates' Megaron House,341,0.7376146788990826
1201,well-lit spaces that stay in a comfortable temperature range,279,0.9211009174311927
1202,Megaron House,351,0.3486238532110092
1203,"pumps, fans and switchable windows",609,0.14495412844036698
1204,orientation relative to the Sun,54,0.11559633027522936
1205,David Whitney Building,355,0.011157601115760111
1206,David Broderick Tower,506,0.7126917712691772
1207,Book Cadillac Hotel,567,0.4630404463040446
1208,Fort Shelby Hotel,624,0.0041841004184100415
1209,Midtown,98,0.1101813110181311
1210,Frank Burnet,18,0.6785290628706999
1211,self/nonself distinction,239,0.298932384341637
1212,"""nonself"" entities (e.g., pathogens, an allograft)",363,0.7295373665480427
1213,"the complex ""two-signal"" activation",542,0.37722419928825623
1214,In the mid-1950s,0,0.5848161328588375
1215,1938–41,379,0.07687991021324354
1216,1994,237,0.3260381593714927
1217,June 2009,564,0.09988776655443322
1218,high-speed trains,350,0.6408529741863075
1219,Paris and Brussels,180,0.43153759820426485
1220,Eurostar,310,0.04391891891891892
1221,1938–43,326,0.08530405405405406
1222,1946–47,700,0.49577702702702703
1223,1932–33,578,0.49577702702702703
1224,1938–42,417,0.8260135135135135
1225,Charles IV,211,0.8147036759189797
1226,Bohemia,0,0.04576144036009002
1227,1348,267,0.09227306826706677
1228,widespread literacy,571,0.15303825956489123
1229,Jan Hus,478,0.24006001500375093
1230,"organ transplantation, oncology, virology, bacteriology, parasitology, psychiatry, and dermatology",614,0.6209813874788495
1231,"in vitro, in situ, and in vivo",487,0.6649746192893401
1232,immune systems in all organisms,70,0.1844331641285956
1233,"autoimmune diseases, hypersensitivities, immune deficiency, and transplant rejection",304,0.9390862944162437
1234,both health and diseases,208,0.021996615905245348
1235,Canton,453,0.0
1236,India,333,0.8926654740608229
1237,maritime trade,134,0.6601073345259392
1238,European states,89,0.2772808586762075
1239,British East India Company and the Dutch East India Company,580,0.6923076923076923
1240,Ancient scribes made alterations when copying manuscripts by hand,190,0.33251833740831294
1241,"a manuscript copy, several or many copies, but not the original document",263,0.9902200488997555
1242,chlorothiazide,332,0.044009779951100246
1243,recensions,536,0.9902200488997555
1244,researchers at Ciba,8,0.044009779951100246
1245,hypertension,511,0.9394904458598726
1246,hydralazine,79,0.9394904458598726
1247,1952,3,0.9092356687898089
1248,philology,54,0.25636942675159236
1249,"the production of a ""critical edition"" containing a scholarly curated text.",642,0.39171974522292996
1250,key policy makers,539,0.28125
1251,the crisis was avoidable and was caused by: widespread failures in financial regulation,103,0.4211309523809524
1252,January 2011,70,0.16071428571428573
1253,financial firms,332,0.28869047619047616
1254,Federal Reserve,206,0.43898809523809523
1255,AD 380,60,0.4432576769025367
1256,Thessalonica of Theodosius I,83,0.664886515353805
1257,state powers of legal enforcement,495,0.08411214953271028
1258,state-sponsored support,230,0.17089452603471295
1259,death sentence,658,0.030707610146862484
1260,"16,000.",428,0.21036889332003988
1261,"210,000",350,0.8514456630109671
1262,52.2,44,0.5573280159521435
1263,Neolithic Period,50,0.018943170488534396
1264,"the sap of certain trees, especially Kermes oak trees",212,0.09571286141575275
1265,8th century BC,654,0.18370607028753994
1266,Spain,455,0.3498402555910543
1267,13.1%,257,0.9297124600638977
1268,Neolithic cave-burial,333,0.7987220447284346
1269,AIDS,100,0.0
1270,Stalin,576,0.2816666666666667
1271,inspection,260,0.9916666666666667
1272,Tito,154,0.6316666666666667
1273,1945,671,0.8633333333333333
1274,Thomas E. Stephens,126,0.14166666666666666
1275,landscapes,257,0.44874274661508706
1276,race,625,0.09477756286266925
1277,individual,527,0.5415860735009671
1278,different subspecies,144,0.586073500967118
1279,1978,3,0.8375241779497099
1280,oil painting,12,0.5241379310344828
1281,Wendy Beckett,395,0.9563218390804598
1282,Tin Lizzie,671,0.05632183908045977
1283,Axis,91,0.9218390804597701
1284,Soviets,607,0.2942528735632184
1285,pork shoulder,328,0.7636022514071295
1286,"over 100,000",541,0.29080675422138835
1287,Lexington barbecue,422,0.38649155722326456
1288,pork barbecue,39,0.8649155722326454
1289,Boston butt,238,0.4803001876172608
1290,under $20 billion,123,0.623391812865497
1291,$20 billion,36,0.22807017543859648
1292,36%,298,0.4654970760233918
1293,Q1 2007,95,0.352046783625731
1294,over $180 billion,74,0.07368421052631578
1295,the nomadic cultures of central Asia,324,0.8605697151424287
1296,it was customary to remove one's shoes,223,0.8395802098950524
1297,Anatolia,475,0.2353823088455772
1298,carpet weaving,11,0.671664167916042
1299,walls and doorways,580,0.5847076461769115
1300,Chinatown,314,0.3969594594594595
1301,Harvard Medical School,185,0.13175675675675674
1302,universities,56,0.13175675675675674
1303,Boston City Hospital,653,0.13175675675675674
1304,Tufts Medical Center,209,0.3969594594594595
1305,Bovington,4,0.6736526946107785
1306,"while he travelled to England believing it more advanced than Libya, he returned home ""more confident and proud of our values, ideals and social character.""",581,0.8862275449101796
1307,"an ""amusing officer, always cheerful, hard-working, and conscientious.""",246,0.1497005988023952
1308,"finding it difficult adjusting to the country's culture; asserting his Arab identity in London, he walked around Piccadilly wearing traditional Libyan robes",401,0.08682634730538923
1309,Piccadilly,514,0.8862275449101796
1310,various antipredator adaptations,705,0.39816031537450725
1311,their offspring to feed on its decaying corpse,537,0.47700394218134035
1312,death,259,0.1747700394218134
1313,detritivory,320,0.030223390275952694
1314,Predation,0,0.37844940867279897
1315,2004,3,0.021164021164021163
1316,downtown,129,0.24867724867724866
1317,Canal Trail,377,0.1455026455026455
1318,bike map of the city,419,0.8835978835978836
1319,end of 2012,517,0.9841269841269841
1320,music,95,0.2222222222222222
1321,On the evening before Lent,661,0.5396825396825397
1322,Street parades,545,0.892416225749559
1323,a month,334,0.06701940035273368
1324,flamboyant,458,0.4691358024691358
1325,Futbol Club Barcelona,633,0.11390532544378698
1326,Fairs Cup,318,0.6257396449704142
1327,Real Madrid,50,0.0673076923076923
1328,Copa del Generalísimo,280,0.6568047337278107
