qid,query,type
552,Which orchestrator of the Revolution of the North was captured?,Span
553,The elections of which year caused new hostilities?,Span
554,With whom was he said to have conspired?,Span
555,Who was ulitmately named as González-Páramo's replacement?,Span
556,When was González-Páramo's supposed to leave his seat on the board?,Span
557,When did González-Páramo take his seat on the Executive Board?,Span
558,Why did the Spanish think that Vicuña would be a suitable replacement for González-Páramo?,Span
559,Who did the Spanish want to take José Manuel González-Páramo's seat on the board?,Span
560,Whose methods did Tito use to fight Yugoslav Stalinists?,Span
561,Until what year did the repression of the UBDA last?,Span
562,Who used inhumane methods against oponents through the UBDA?,Span
563,Who led the 4th division?,Span
564,When did the castle fall?,Span
565,Who were the future confederate generals?,Span
566,What treaty was signed?,Span
567,Who carried the castle?,Span
568,What is another name for the UBDA?,Span
569,The work of the UBDA was due to tension between Yugoslavia and what country?,Span
570,Did changes move along at a uniform pace for the Burmese people?,Span
571,What country was Burma a colony of ?,Span
572,What was the literacy rate for the Burmese people during the big period of artistic growth?,Span
573,What are the kings of the Konbaung monarchy famed for in their rule?,Span
574,What language eventually came to power in the Irrawaddy valley ?,Span
575,What is the name of the building at University of Prague in Bohemia?,Span
576,"What is the name of the university building in Bologna, built in the 14th and 15th centuries?",Span
577,"What is the name of the secular building at the Jagiellonian University in Kraków, Poland?",Span
578,What is the name of the secular building at the University of Salamanca in Spain? ,Span
579,A large post office and courthouse was built in what year?,Span
580,Which party dominated South Carolina's state legislature?,Span
581,What year was a new constitution passed that discriminated against blacks were passed?,Span
582,Blacks were the majority in South Carolina until what year?,Span
583,The William Enston Home was built in what year?,Span
584,In what era had university towns grown in wealth and importance?,Span
585,When did Darwin begin attending university?,Span
586,What was Darwin originally studying at university?,Span
587,Which hip hop artist filmed a music video for his song Suamalie in Samoa?,Span
588,What song covered by a Samoan group was a 1974 number one in New Zealand?,Span
589,What year did King Kapisi become the first hip hop artist to win an APRA Silver Scroll?,Span
590,Who did Darwin assist in researching marine invertebrates?,Span
591,What university did Darwin attend?,Span
592,What award did King Kapisi win for his song Reverse Resistance?,Span
593,What popular Samoan band has a number in its name?,Span
594,With whom did Darwin study about catastrophic geology?,Span
595,What term was given to juniors who acted as servants to older students?,Span
596,What is on the former site of the Moltacqua track now?,Span
597,What were common duties of younger servant students?,Span
598,Where does Tucson hold NASCAR races?,Span
599,What former Tucson horse racetrack no longer exists?,Span
600,What kind of races does Rillito Downs hold?,Span
601,How many asphalt short tracks are in Arizona?,Span
602,Which first year student was given the task yelled for by the Librarian?,Span
603,"What year was ""fagging"" phased out of most houses?",Span
604,What words were yelled by Librarians that required first year students to come?,Span
605,What year was to see the completion of the Miami Intermodal Center?,Span
606,What part of 2012 was to have seen Phase I of Miami Central Station begin?,Span
607,When was Phase II of the Miami Center Station supposed to enter service?,Span
608,Approximately how many people were intended to use Miami Intermodal Center?,Span
609,What airport is Miami Intermodal Center next to?,Span
610,What happens to digesta when it moves to the small intestine?,Span
611,What does this site serve primarily as?,Span
612,What bankrupt company did Comcast partner with another broadband provider to acquire in 2005?,Span
613,Who was Comcast's partner in the deal for Adelphia?,Span
614,What is also digested in the small intestine?,Span
615,What is the abomasums close equivalent?,Span
616,What is the fourth and final stomach compartment in ruminants?,Span
617,What was the price to take over Adelphia?,Span
618,When was this deal finalized?,Span
619,Who did Bell take on to work with him?,Span
620,How many reeds did Bell conclude he needed?,Span
621,What month and day did Watson and Bell have a breakthrough?,Span
622,What government organization investigated details of this acquisition?,Span
623,Who gave money to Bell and Watson?,Span
624,What name was given to the telephone that sort of worked?,Span
625,How many goals has Messi scored in La Liga competitions?,Span
626,Who is the next highest goal scorer after Mess?,Span
627,In which region is there rain forest in Swaziland?,Span
628,What nation is to the east of Swaziland?,Span
629,What is Messi's total goal scores in official competitions?,Span
630,How many players on the Barelona team have scored over 100 goals?,Span
631,What is Lionel Messi's goal total in all competitions?,Span
632,How large in square kilometers is Swaziland?,Span
633,How many geographical regions are within Swaziland?,Span
634,"What nation is on the north, east, and western borders of Swaziland?",Span
635,When did Tibet and China sign a peace treaty?,Span
636,Where does a bilingual account of Tibet and China's peace treaty exist?,Span
637,What was divided between warlords and tribes with no dominant centralized authority?,Span
638,What followed the collapse of imperial Tibet?,Span
639,When did a civil war over succession lead to the collapse of imperial Tibet?,Span
640,Who were the rooms on either side of the aisles in the temple for?,Span
641,What was the central pond in the forecourt of a Ziggurat for?,Span
642,Where did the Sumerians usually locate their granaries and storehouses?,Span
643,What was the mudbrick table in the temple for?,Span
644,What were Sumerian temples known as?,Span
645,What is the relationships between plants animals and bacteria?,Span
646,When is the typical lenght  for bacteria?,Span
647,What environments can bacteria live?,Span
648,What is a large domain of prokaryotic microorganisms?,Span
649,What configurations can bacteria can bacteria take?,Span
650,Who recreated the measles vaccine?,Span
651,How much did the occurrence of serious diseases shortly after the release of the measles vaccine?,Span
652,"How much did rubella, measles, and mumps infections drop after vaccination?",Span
653,What did the first measles prevent in it's first 20 years?,Span
654,When did the Rubella vaccine come out?,Span
655,What is the paper's stance on the EU?,Span
656,What names were used by The Sun to characterize the French and Germans?,Span
657,Which two nations has The Sun been very antagonistic towards?,Span
658,Which German chancellor was criticized by The Sun?,Span
659,How was French president Jacques Chirac described by The Sun?,Span
660,What is known as the 3' end?,Span
661,Why does DNA replication and transcription occur in the 5'→3' direction?,Span
662,What is known as the 5' end?,Span
663,What city is closest to the Bergakker inscription?,Span
664,"What's another term for ""Frankish""?",Span
665,To which century do some researchers attribute the Bergakker inscription?,Span
666,"What word found in Roman writings became ""wad"" in modern Dutch?",Span
667,What causes the directionality of DNA strands?,Span
668,"What does the Dutch word ""wad"" mean in English?",Span
669,What type of synthesis occurs in the 5'→3' direction?,Span
670,When did Washington University secure its charter?,Span
671,Who was the first chancellor of Washington University?,Span
672,Who was the first president of Washington University?,Span
673,What makes Washington University unique among other American universities?,Span
674,What local businessman help provide support for the Washington University?,Span
675,For which work is Mary Wollstonecraft best known?,Span
676,In what year was Immanuel Kant born?,Span
677,Mary Wollstonecraft argued for a society based on what idea?,Span
678,Kant's work continued to shape German thought and European philosophy well into what century?,Span
679,In what year was A Vindication on the Rights of Woman published?,Span
680,What other metal besides copper is 100% recyclable?,Span
681,"What is the amount of copper in use, per capita, globally?",Span
682,What percentage of copper that has been mined is still being used today?,Span
683,Name a metal that is recycled more often than copper?,Span
684,What percent of copper is recyclable?,Span
685,What type of possession has been documented in Rajasthan?,Span
686,What are possessed individuals known as? ,Span
687,What underworld god possess Rajasthanis?,Span
688,What did women commonly have less of?,Span
689,What type of extreme punishment was likely to be laid upon those who committed the harshest of crimes?,Span
690,Ghorala is another word for what?,Span
691,What eventually replaced torturous mutilation as a type of punishment?,Span
692,What results from possession by even benign spirits?,Span
693,What could a criminal in this era expect not to happen if he was convicted of a crime?,Span
694,What type of torture was acquired from Qin law?,Span
695,A rider to the Indian Appropriations Act of 1871 provided that no Indian nation shall be acknowledged as what?,Span
696,A rider to the Indian Appropriations Act of 1871 provided that the US government could not do what with an Indian nation?,Span
697,"By what did the US federal government provide contractual relations with Indian tribes following the Indian Appropriations Act of March 3, 1871?",Span
698,What shifted attention away from the coverage regarding Bush's controvery regarding his required service?,Span
699,What did the documents that were aired during the 60 Minutes segment come to be known as?,Span
700,"Which time period came into the spotlight, during the fall of 2004?",Span
701,Which news agency came under review resulting in the firing of their producer?,Span
702,What legislative act provided that no Indian nation shall be acknowledged as an independent nation with whom the United States may contract by treaty?,Span
703,"Who was accused on not fulfilling their military service, during the fall of 2004?",Span
704,Prior to what year did the United States regularly enter into treaties with Native Americans?,Span
705,What does Nasser's brother's name translate to?,Span
706,What year was Nasser born?,Span
707,What siblings did Nasser have?,Span
708,What was Nasser's father's occupation?,Span
709,In what city was Nasser raised?,Span
710,What shape was the Sixaxis prototype in?,Span
711,What was one game Sony debuted on a modified PC so gamers could get a look?,Span
712,Who was the owner of The Traymore Hotel?,Span
713,What type of clubs does Arsenal have?,Span
714,What event did Sony take the PlayStation 3 to four months after E3?,Span
715,What popular game was demoed in a video at the game shows?,Span
716,How many stories was The Traymore Hotel after its renovation?,Span
717,What supporters club is more loosely tied to Arsenal?,Span
718,Which fan club is closely allied to the Arsenal club?,Span
719,What fan group wants more ownership rights in the Arsenal club?,Span
720,What percentage of MCA/Universal did Matsushita Electric sell five years after acquiring the company?,Span
721,To whom did Matsushita sell a large share of MCA/Universal?,Span
722,What did Seagram sell to finance their purchase of a share in MCA/Universal?,Span
723,How much did Seagram pay to buy a large share of MCA/Universal?,Span
724,What was the name of the hotel located at the corner of Illinois Avenue and the boardwalk?,Span
725,What is a common chant of Arsenal supporters?,Span
726,What event did Sony choose for the PS3 unveiling?,Span
727,What company did Seagram buy in 1999?,Span
728,What was the name of the firm commissioned to build The Traymore Hotel?,Span
729,What year was The Traymore Hotel begun?,Span
730,What was Rassmann's job?,Span
731,What medal did Kerry earn for rescuing Rassmann?,Span
732,What boat was Rassmann on?,Span
733,Who fell overboard from Kerry's boat?,Span
734,What does the Combat V mean?,Span
735,On what developments was FLNG technology based?,Span
736,"Along with Saint Paul, what city constitutes the Twin Cities?",Span
737,What is hawala?,Span
738,What sort of meat is sold in Somali businesses in Minneapolis?,Span
739,What area of Minneapolis contains a notable number of Somalis?,Span
740,The remote offshore Prelude field was discovered where?,Span
741,The Prelude field was estimated to contain how many cubic feet of natural gas reserves?,Span
742,About how many Somalis moved to Minnesota ten years ago?,Span
743,The final investment decision for what was finalized by Royal Dutch Shell in May 2011?,Span
744,FLNG technology faciliates what?,Span
745,When did New York City annex part of Pelham?,Span
746,What idea did Binford take issue with?,Span
747,Louis Binford's idea is popular among whom?,Span
748,What is Louis Binford's profession?,Span
749,What did Robert Blumenschine propose?,Span
750,When did New York City annex West Farms?,Span
751,When did New York City annex part of Eastchester?,Span
752,When did New York City annex Kingsbridge?,Span
753,What does confrontational scavenging involve doing to other predators after they've made a kill?,Span
754,When did New York City annex Morrisania?,Span
755,Who is the leader of Spectre?,Span
756,Which member of Spectre had been presumed to be dead?,Span
757,"What was only an English translation of Latin Oriens and Orientalis, ""the land of the rising sun""?",Span
758,When was John Seller's Atlas Maritima?,Span
759,"China, Korea, southeast Asia and the islands of the Pacific were included in what? ",Span
760,Who performs research for Bond?,Span
761,Where does Sciarra's funeral take place?,Span
762,What is the name of the Spectre assassin who tracks Bond?,Span
763,What year did Jodocus Hondius make his world map? ,Span
764,"What had ""India Beyond the Ganges"" become? ",Span
765,"What popular park in San Diego is home to the San Diego Zoo, SeaWorld, and countless museums?",Span
766,What big event takes place in San Diego in November?,Span
767,What type of tours attract a large number of visitors to San Diego?,Span
768,What nickname has the city  been given as a result of its extensive craft beer industry?,Span
769,What historical mission is a major tourist attraction in San Diego?,Span
770,How does the numbers in the gay community rank compared to other US cities?,Span
771,What is Seattle's percentage of same sex households?,Span
772,What is Seattle's ranking for same sex households as compared with the rest of the US?,Span
773,"By a UCLA study,how many Seattle residents identify as gay, lesbian or bisexual?",Span
774,What city ranked higher in population in the gay community?,Span
775,What was the largest empire the world had seen at the time it existed?,Span
776,The Achaemenid Empire controlled all of the significant settlements of what ancient country during its greatest extent?,Span
777,What was the first world goverment the world had seen at the time it existed?,Span
778,What sea did the Achaemenid Empire control the majority of the coastal regions of?,Span
779,The Achaemenid Empire expanded into what part of Asia?,Span
780,What in human teeth enables proprioception?,Span
781,What are teeth made out of?,Span
782,What happens when you bite something you cant chew?,Span
783,What are teeth used for?,Span
784,Where are teeth found?,Span
785,Who wrote a biography of Burke?,Span
786,Burke was the chief editor for the Register until at least what year?,Span
787,Burke was the only known writer for the Register until what year?,Span
788,What publication did Burke found?,Span
789,The Annual Register covered international events of what type?,Span
790,What does clothing materials do more quickly compared to stone and bone?,Span
791,Where have flax fibers which may have been used in clothing found?,Span
792,"What dates back to 36,000 BP?",Span
793,"Who has identified needles from about 30,000 B.C.?",Span
794,How was the earliest clothing kept on the body?,Span
795,How many colonies did Raleigh establish on the coast of carolina in 1580?,Span
796,What was the second american territory the English attempted to colonize?,Span
797,Who granted the charter for Sir Walter Raleigh to travel to present day North Carolina?,Span
798,Who is the North Carolina state capital named for?,Span
799,What year did Elizabeth I grant the charter to Raleigh to travel to North Carolina?,Span
800,"To hounour the armistice, Bismarck allowed train loads of what into Paris?",Span
801,What did the Prussian Army hold in Paris on 17 February?,Span
802,Under what provision was the Prussian Army permitted to have a victory parade?,Span
803,An ensuing mass exodus from Paris saw how many people head for the countryside?,Span
804,France had to consent to pay how much in war indemnity?,Span
805,Where do Eleonora's falcon breed?,Span
806,What preys on nocturnal passerine migrants?,Span
807,What makes birds prone to parasites and pathogens?,Span
808,What is hightened during migration?,Span
809,What do Eleonora's falcon feed their young?,Span
810,Which parts of the Yang-Mills theories did Feynman help explain?,Span
811,Where did  Feynman find success before moving to quantum gravity,Span
812,What equation did Feyman derive?,Span
813,What did Feynman's discoveries help explain?,Span
814,What did Feynman investigate while working on quantum gravity?,Span
815,How many tourists come to Miami each year?,Span
816,How much money do tourists spend in Miami every year?,Span
817,What could happen to the top few teams at the end of the season?,Span
818,What is the name for the type of tournament teams play in regular season?,Span
819,What happens to the teams at the bottom of the ranks at the end of the season?,Span
820,"Along with nightclubs, beaches and shopping, what notable attraction exists in the Art Deco District?",Span
821,Who sponsors Fashion Week Miami?,Span
822,How does White deal with his condition?,Span
823,What is White suffering from when Bond finds him?,Span
824,What neighborhood is home to the Art Deco District?,Span
825,Who kidnaps Dr. Swann?,Span
826,What do teams gain for doing well throughout the season?,Span
827,Who operate league systems?,Span
828,Where is the L'Americain hotel?,Span
829,Where is L'Americain located?,Span
830,What was the population of Greater New Haven in 2010?,Span
831,"What is the metropolitan next to New Haven County, Connecticut? ",Span
832,What is Connecticut's biggest city?,Span
833,What is the population of New Haven City in 2010?,Span
834,What was the population of New Haven according to the 2010 Census?,Span
835,What nickname was San Diego given by the tuna canning industry in the 1970s?,Span
836,Why were the canneries ultimately closed by the early 1980s?,Span
837,Immigrants from what country were primarily hired by the fishing fleets that supported the canneries??,Span
838,From what region in Portugal did immigrants come from to work in San Diego's fishing industry?,Span
839,How many jobs were created by the mid-1930s thanks to San Diego's tuna cannery that was developed in 1911?,Span
840,How many sunny days does New York average each year?,Span
841,What is the name of New York City's climate using the Köppen climate classification?,Span
842,How many days on average does NYC get sunshine annually?,Span
843,What month in New York City is the coldest?,Span
844,The suburbs of the city lie between the humid subtropical and what other climate zone?,Span
845,Who was visited by an angel in Sura 19 of the Qur'an?,Span
846,In how many places does the Qur'an give detailed accounts of Mary?,Span
847,By what name is Mary referred to in the Qur'an?,Span
848,Which Sura in the Qur'an describes the visitation of an angel upon Zakariya?,Span
849,Which Gospel provides an identical account of the Virgin Birth as Sura 19 in the Qur'an? ,Span
850,What was Tucson's population in 1900?,Span
851,What county is Tuscon located in?,Span
852,What was Tucson's population in 1910?,Span
853,What was the population of Tuscon in 2006?,Span
854,What did the U.S. Veterans Administration build around 1910?,Span
855,Where does the mandolin built by Antonio Vinaccia reside?,Span
856,What is there currently confusion over? ,Span
857,Where does the mandolin built by Giuseppe Vinaccia reside?,Span
858,Who is said to have ran the first shop? ,Span
859,Where does the mandolin that Gaetano Vinaccia reside?,Span
860,What league did the AFL found in China?,Span
861,What team is Ron Jaworski the majority owner of?,Span
862,When was the AFL's China project announced?,Span
863,What television network does Ron Jaworski work for?,Span
864,Who is leading the China American Football League?,Span
865,What facet of social and economic conditions are displayed by Indian history?,Span
866,Who remarked Indian history is too devoted to the ranking of dynasties and invasions?,Span
867,What type of history period is often neglected in Indian histories?,Span
868,What type of conquests were gradual in nature?,Span
869,What part of India was never completely conquered?,Span
870,How many preseason games were NBA teams limited to in the 2011-12 season?,Span
871,On what continents have NBA teams played preseason games outside the US?,Span
872,What is the main European basketball club?,Span
873,When did the NBA play preseason games against the ABA?,Span
874,What legendary team did the NBA sometimes formerly play against?,Span
875,What does Liberia's economy heavily depends on?,Span
876,What is Liberia considered around the world economically? ,Span
877,What is Liberia's employment rate?,Span
878,What is the central bank of Liberia responsible for?,Span
879,The GDP peaked in 1980 at what amount?,Span
880,What company was found to be violating Apple's labor policies?,Span
881,Who did Apple partner with to monitor its labor policies?,Span
882,Where was the Foxconn plant located?,Span
883,What organization did Apple join to monitor its labor policies?,Span
884,In what year did Foxconn workers first unionize?,Span
885,What general had a lot of confidence in the Republic of Korea's army?,Span
886,Who was the diplomat that visited Korea?,Span
887,Which portion the cathedral was the reconstruction of the great Church of Saint-Denis begun?,Span
888,Who chose to rebuild the great Church of Saint-Denis in about 1137?,Span
889,Who primarily initiated the clashes along the 38th parallel?,Span
890,Who wanted to take over North Korea?,Span
891,What is Neptune named after?,Span
892,How much more dense is Neptune compared to Earth?,Span
893,The facade of Saint Denis combines round arches with what other style arch?,Span
894,The facade of Saint Denis resembled what other well known structure?,Span
895,Why were three large portal used in the construction of the Roman Arch of Constantine?,Span
896,What group trained the Republic of Korea army?,Span
897,What planet is Neptune's near-twin? ,Span
898,How many Earth years does Neptune orbit the sun? ,Span
899,What does the astronomical sign of Neptune represent?,Span
900,What is the name of the person who thinks FST shouldn't be used as a marker of subspecies status?,Span
901,FST is used to measure the degree of differentiation between what?,Span
902,FST values greater than .25 represent very great what?,Span
903,FST values as low as what amount have been found in some studies?,Span
904,About how much human variation occurs between continental populations?,Span
905,How many atolls are part of the Marshall Islands?,Span
906,What United States territory does the Marshall Islands claim?,Span
907,How many square kilometers of ocean do the Marshall Islands cover?,Span
908,At least how many tesserae are used in the the Monreale mosaics?,Span
909,What is the king offering Theotokos in the Monreale mosaics? ,Span
910,What is the name of the largest mosaics in Italy?,Span
911,Who commissioned the Monreale mosaics between 1176 and 1186?,Span
912,Who is displayed getting crowned by christ in the Monreale mosaics?,Span
913,What nation lies to the west of the Marshall Islands?,Span
914,How many square kilometers of land do the Marshall Islands cover?,Span
915,In which year did the taifa period end?,Span
916,Which battle took place in 1147?,Span
917,What were the governors of the taifas called?,Span
918,Which which kingdoms did the taifas establish diplomatic relations?,Span
919,To which taifa did most of Portugal fall into?,Span
920,The study in which ecologists examine the way predators interact with their prey is called what?,Span
921,"Instead of what predators eat, how else can they be classified?",Span
922,Certain death is involved with true predation and what other classification?,Span
923,Proximity and the ending of life is called? ,Span
924,"For what is the ""tourist marina"" dedicated?",Span
925,What cities do the ferries of Palermo travel to?,Span
926,If the prey is not killed the predator-prey interaction is called? ,Span
927,Which port is Sicily's primary port?,Span
928,How many passengers do Palermo's ferries carry each year?,Span
929,How many passengers travel by Palermo ferry annually?,Span
930,What events have occurred in recent decades to the ice shelves surrounding Antarctica?,Span
931,What could the displacement of ice cause?,Span
932,Along what area has there been more collapsing ice shelves?,Span
933,What type of ice originates on land and floats out to sea?,Span
934,What weather event would offset loss of ice shelves?,Span
935,How much of Oklahoma's electricity comes from non-renewable sources?,Span
936,How much of Oklahoma's electricity comes from coal?,Span
937,Who wrote the music for 'Into the West'?,Span
938,When was 'The Pacific' released?,Span
939,How many Emmys did 'Into the West' win?,Span
940,When did 'Into the West' air?,Span
941,What is Oklahoma's rank among states producing crude oil?,Span
942,How does Oklahoma's crude oil reserves rank among states?,Span
943,What is Oklahoma's rank among states by active drilling rigs?,Span
944,How much did 'The Pacific' cost?,Span
945,How many acres was the farm the Bell's bought in Canada?,Span
946,What boat did Bell travel on?,Span
947,How old was Bell when he went to Canada?,Span
948,In what Canadian city did Bell first arrive?,Span
949,What city did Bell arrive at by train?,Span
950,"Other than ""grass"", what other Germanic root word is similar to green?",Span
951,What is used a main source of light for a building during the day?,Span
952,The use of light to achieve an aesthetic effect is know as?,Span
953,Using natural illumination instead of artificial light sources help with what?,Span
954,Lamps and light fixtures are a form of what?,Span
955,What an is an example of a green mineral?,Span
956,What kind of effects can proper lighting have on a persons psychologically?,Span
957,From which Middle English and Anglo-Saxon word is green derived?,Span
958,For what do some animals use the color green?,Span
959,Which season is green most commonly associated with?,Span
960,How did the Thames River Police pay their employees?,Span
961,What was a necessary qualification for voting in Norfolk Island?,Span
962,Who decided in 1976 that Norfolk Island is a part of the Commonwealth?,Span
963,Norfolk Island was originally a what?,Span
964,Norfolk Island became a territory of what country?,Span
965,Under what Act was Norfolk Island accepted as a territory of Australia?,Span
966,Where did Kerry receive his Silver Star?,Span
967,Who was Kerry's commander?,Span
968,When was a press release put out about Kerry earning the Silver Star?,Span
969,What complaint did Elliot have about Kerry's actions?,Span
970,"What was released on March 17, 1969?",Span
971,Who started the Bow Street detectives?,Span
972,Who came up with the concept of the 'new' police?,Span
973,What schedule did the Thames River Police employees work?,Span
974,How did the Bow Street group pay their employees?,Span
975,What was the time span that von Roon acted as minister?,Span
976,What was the second reform?,Span
977,He instituted a series of what regarding the Prussian military?,Span
978,Who was the Prussian Minister of War?,Span
979,What was the first step in the reforms?,Span
980,What does J.C.B. stand for?,Span
981,What profesional roles from secular law does the Catholic Church also employ?,Span
982,What is the Latin term for Licentiate of Canon Law?,Span
983,What is not present in the Catholic legal system as compared with non-religious law?,Span
984,What is the English equivalent of the term abbreviated by J.C.B.?,Span
985,What were the first schools to become integrated at Washington University? ,Span
986,What organization sought to strip Washington University of its tax-exempt status in the 1940's?,Span
987,What student group campaigned for full integration at Washington University in 1949?,Span
988,When did Washington University begin desegregation?,Span
989,When did the Board of Trustees pass a resolution to desegregate the Washington University undergraduate division? ,Span
990,"In the 1980's, the Supreme Court ruled that infringement does not equal what?",Span
991,What is the difference between robbery and piracy?,Span
992,What kind of property is copyright used for?,Span
993,What terms are often linked to people who illegally use or distribute content that is not their own?,Span
994,What means the same as robbery or illegal violence at sea?,Span
995,In what year did Sven-Göran Eriksson become the manager of England's football team?,Span
996,Which syllable does the German pronunciation of Hanover stress?,Span
997,Which syllable does the English spoken version of Hanover stress?,Span
998,What does the German spelling of Hanover have that English does not?,Span
999,Which version of the spelling of Hanover does the local Government use on English websites?,Span
1000,In what year was the contract of Sven-Göran Eriksson terminated?,Span
1001,Who was the first non-English person to manage England's football team?,Span
1002,What was the highest world ranking achieved by England under management by Sven-Göran Eriksson?,Span
1003,How many competitive matches were lost under the tenure of manager Sven-Göran Eriksson?,Span
1004,Which spelling of Hanover is used in historical contexts?,Span
1005,What is the student enrollment of Rice University?,Span
1006,What is Houston's one Catholic university?,Span
1007,When was Houston Baptist University founded?,Span
1008,What area in Houston is the home of the Houston Baptist University?,Span
1009,In 1914 what was the name of the film company that was founded?,Span
1010,Who directed the first nude scene in Greek film history?,Span
1011,In what year did the first cinema theater open in Greece?,Span
1012,What year did cinema first appear in Greece?,Span
1013,When did the Larsen-B ice shelf collapse?,Span
1014,What was the first Greek feature film?,Span
1015,When did the most widespread melting of ice occur?,Span
1016,How high could the temperatures have risen to cause the melting?,Span
1017,How large was the ice chunk that melted and refroze?,Span
1018,What Antarctic ice shelf collapsed in 2008?,Span
1019,What famous research university is located in Houston?,Span
1020,When did the World Trade Organization adopt the Doha Declaration?,Span
1021,What did the Doha Declaration do?,Span
1022,Who adopted the Doha Declaration?,Span
1023,Approximately how many acres of outside storage does the Port of New Haven offer?,Span
1024,How many forklift are available for use in it everyday production?,Span
1025,How many transport vehicle can the harbor actually hold?,Span
1026,Approximately how many square feet of interior storage is available at the Port of New Haven?,Span
1027,When was the Doha Declaration adopted?,Span
1028,What did the TRIPS agreement accomplish?,Span
1029,In what harbor is the Port of New Haven located?,Span
1030,What caused Eisenhower to kickstart the US space program?,Span
1031,"Along with the U-2 flyovers, what did Eisenhower try to legitimize with the Open Skies Policy?",Span
1032,What was the name of the civilian space agency created by Eisenhower?,Span
1033,With whom did Eisenhower try to improve relations?,Span
1034,What was the legal status of the U-2 flyovers?,Span
1035,In which year did Tennessee tourism first exceed 100 million visitors?,Span
1036,How many billions of dollars were spend by tourists in Tennessee in 2014?,Span
1037,When did Madonna enter mainstream films?,Span
1038,When did Madonna appear in the comedy Desperately Seeking Susan?,Span
1039,What song did the comedy Desperately Seeking Susan promote?,Span
1040,What is the name of Madonna's two new singles?,Span
1041,What was the percentage increase in Tennessee's tourism-based jobs in 2014?,Span
1042,How much tax revenue did tourism generate for Tennessee in 2014?,Span
1043,"In 2014, which three Tennessee counties took in the most money from tourism?",Span
1044,What is the name of the romantic drama film that Madonna starred in?,Span
1045,Which two groups followed the first inhabitants?,Span
1046,Who were the first inhabitants of Portugal?,Span
1047,In which centuries did Portugal establish the first global empire?,Span
1048,What age did Portugal pioneer?,Span
1049,By what year had Portugal established itself as an independent kingdom?,Span
1050,What is the local television channel for Southampton called?,Span
1051,What's the name of the local ITV division?,Span
1052,Where is the Meridian headquarters located?,Span
1053,What program with a direction in its name does the BBC broadcast from Southampton?,Span
1054,Towards the end of what year did That's Solent begin broadcasting?,Span
1055,What happens to members who disagree with the religion's teachings?,Span
1056,Who establishes the doctrines of the Jehovah's Witnesses?,Span
1057,Why should the counsel received from the Governing Body be trusted?,Span
1058,Who do Jehovah's Witnesses believe introduced independent thinking?,Span
1059,What do the Jehovah's Witnesses religion not tolerate any of?,Span
1060,How does Melbourne's skyline rank in terms of other skylines in Australia?,Span
1061,Which building was listed as the 13th tallest residential building in the world in January 2014?,Span
1062,Who designed the Winfield Building in 1890?,Span
1063,Who designed the Rialto Building in 1889? ,Span
1064,In what year was the Eureka Tower completed?,Span
1065,"In short, the term Far East appeared to name this area",Span
1066,"""Near East"" applied to this mainly known area",Span
1067,What was the jurisdiction of the Levant in? ,Span
1068,What was needed to set foot on most of the shores of the southern and central Mediterranean? ,Span
1069,"When did ""Near East"" come into use to describe the part of the east closest to Europe?",Span
1070,How much did the SNES cost in the US?,Span
1071,When was the SNES released in the UK?,Span
1072,Which company distributed the SNES in Brazil?,Span
1073,When was the SNES released in Brazil?,Span
1074,How much did the SNES cost in the UK?,Span
1075,What pub is feature on the British soap opera Coronation Street?,Span
1076,What channel is EastEnders broadcast on?,Span
1077,What channel is home to the soap opera Emmerdale?,Span
1078,What pub is featured on EastEnders?,Span
1079,What pub is featured on Emmerdale?,Span
1080,What's the estimated population of Southampton?,Span
1081,How many miles away from London is Southampton?,Span
1082,In which direction would you travel from Portsmouth to reach Southampton?,Span
1083,In what ceremonial county is Southampton located?,Span
1084,What could you call someone who lives in Southampton?,Span
1085,"When forming compound tenses in Spanish, what auxiliary is no longer used?",Span
1086,What two languages have the possibility for significant mutual intelligibility?,Span
1087,"What Italian word is similar to the French word ""avoir""?",Span
1088,"Along with foods and family relationships, what sorts of words are similar in French and Italian?",Span
1089,"What French word is similar to the Italian word ""essere""?",Span
1090,What happens to a majority of ingested uranium?,Span
1091,Where does uranium accumulate in the body?,Span
1092,What does uranium have an affinity for?,Span
1093,Who believes that the North Koreans only appeared to fail to effective execute their withdrawal plan?,Span
1094,The tactics Zhou Enlai advised the North Koreans to use during their withdrawal was the same the Chinese used to escape event?,Span
1095,Who's control did the Chinese Communists escape in the 1930's?,Span
1096,About what percentage of uranium oxide is absorbed when ingested?,Span
1097,Up to what percentage of uranyl ion can be absorbed when ingested?,Span
1098,Who vowed to intervene if the US was to engage in conflict North of the 38th parallel?,Span
1099,What may have been North Korea's goal in the way they rapidly withdrew from South Korea?,Span
1100,During what years was Cao Xueqin alive?,Span
1101,In late Chinese dynasties red was used only on what kind of architecture?,Span
1102,Who painted the walls of the Forbidden city red after the fall of the Ming dynasty?,Span
1103,who wrote A dream of Red Mansions?,Span
1104,Who painted their mansions red during the Song and Tang dynasties?,Span
1105,Who created the Ming Dynasty? ,Span
1106,Who caused the Yuan dynasty to fall?,Span
1107,What years did Zhu Yuanzhang rule as the Hongwu Emperor?,Span
1108,Who did the Hongwu Emperor send convoys to?,Span
1109,Who ruled as the the Hongwu Emperor?,Span
1110,Where did 'Britain's Waterloo' occur?,Span
1111,Who referred to 'Suez Syndrome'?,Span
1112,When did Britain retake the Falkland Islands?,Span
