qid,query,type
605,What is the place of birth of the director of film Cool Change (Film)?,compositional
606,"Who lived longer, Joseph Ruskin or Nicolae Colan?",comparison
607,Are both Paloalto (Band) and Showbread (Band) from the same country?,comparison
608,"Which film has the director who was born later, Toll Of The Desert or One Wild Ride?",bridge_comparison
609,Are both director of film Marie-Francine and director of film The Thief Of Paris from the same country?,bridge_comparison
610,"Which film came out earlier, The World'S Champion or The Bell From Hell?",comparison
611,Who is Anna Maria Of Ostfriesland's maternal grandmother?,inference
612,What nationality is the director of film Batman Xxx: A Porn Parody?,compositional
613,What is the place of birth of the director of film Born To Ride (Film)?,compositional
614,"Which film has the director who died earlier, In Case Of Adversity or Bluebeard'S Ten Honeymoons?",bridge_comparison
615,"Which film has the director who is older than the other, Life As It Comes or Dear Wendy? ",bridge_comparison
616,Who is the paternal grandfather of Kujō Yoritsugu?,inference
617,"Who is Louis Vi, Elector Palatine's paternal grandfather?",inference
618,"Which film has the director who died earlier, Way Down East (1935 Film) or Dařbuján A Pandrhola?",bridge_comparison
619,"Which film has the director born later, Ask A Policeman or The Half-Naked Truth?",bridge_comparison
620,Where was the director of film Dad (1989 Film) born?,compositional
621,"Who was born earlier, Justo Mullor García or Krzysztof Jabłoński?",comparison
622,Who is the maternal grandmother of Eleanor Of Brittany (Abbess)?,inference
623,"Which film has the director born earlier, Did A Good Man Die? or The Last Of The Knucklemen?",bridge_comparison
624,What is the place of birth of the director of film Garshom?,compositional
625,Where did the director of film American Gothic (2007 Film) graduate from?,compositional
626,"Which film has the director who was born first, Orikkal Koodi or Man From Plains?",bridge_comparison
627,Who is the father of the director of film Gramps Is In The Resistance?,compositional
628,"Which film has the director who died later, Cooee And The Echo or Sweepings?",bridge_comparison
629,Where did the director of film Samaanta die?,compositional
630,What is the place of birth of the member of Kora Jazz Trio who left the band after three albums?,compositional
631,Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,bridge_comparison
632,"Which magazine was established first, Rock Street Journal or De As?",comparison
633,"Which album came out first, Issa Album or 3.2.1.?",comparison
634,What is the place of birth of the director of film Blues Metropolitano?,compositional
635,"Which film was released more recently, Pontius Pilate (Film) or Lindsay'S Boy?",comparison
636,"Who is older, Des Clohessy or Walterina Markova?",comparison
637,Where was the director of film The Naked Angel born?,compositional
638,Do both films: A Slave Of Vanity and Grace Of My Heart have the directors from the same country?,bridge_comparison
639,Where did Anna Sibylle Of Hanau-Lichtenberg's mother die?,compositional
640,"Which film has the director died earlier, Ethnic Notions or Gordon Of Ghost City?",bridge_comparison
641,Who is Lord Xinling's paternal grandfather?,inference
642,Where was the director of film Veera Thalattu born?,compositional
643,"Which film was released first, The Man In Grey or The Queen'S Traitor?",comparison
644,Who is Cuthwulf (Son Of Cuthwine)'s paternal grandfather?,inference
645,Who is the paternal grandfather of Dibyasambandh?,inference
646,"Did the bands Vocal Spectrum and Tommys, originate from the same country?",comparison
647,What nationality is the director of film Ava (2017 Iranian Film)?,compositional
648,What is the award that the composer of film Term Of Trial got?,compositional
649,What is the place of birth of the director of film Just Off Broadway (1924 Film)?,compositional
650,"Which film was released earlier, L'Immorale or Roswolsky'S Mistress?",comparison
651,What nationality is the director of film Creditors (2015 Film)?,compositional
652,"Who was born first, Peter Møller or Jitender Singh Shunty?",comparison
653,"Which film has the director died first, Crime Against Joe or Partners Three?",bridge_comparison
654,What is the place of birth of the director of film Buster & Chauncey'S Silent Night?,compositional
655,Where does the director of film The New Adventures Of Little Toot work at?,compositional
656,"Are Elsah, Illinois and Chah-E Puzeh, Tabas both located in the same country?",comparison
657,Where did the director of film A Trip To Chinatown (Film) die?,compositional
658,Where did the director of film Garshom study?,compositional
659,"Which album came out earlier, The Decline And Fall Of Heavenly or Alphagene?",comparison
660,Who is the father of the director of film Power Of Women (Film)?,compositional
661,Who is Paul Cobb Methuen's paternal grandfather?,inference
662,What is the place of birth of the director of film Evidence (1915 Film)?,compositional
663,Where did the director of film Heart Of Dixie (Film) study?,compositional
664,"Which film whose director was born first, Bloody Payroll or Abhimaanam?",bridge_comparison
665,"Who died later, David Feintuch or Nicolae Berechet?",comparison
666,"Which film has the director who died later, Adam'S Woman or The Tango Of Our Childhood?",bridge_comparison
667,What is the place of birth of the director of film Hombres De Esta Tierra?,compositional
668,Where was the place of death of the director of film Lelíček Ve Službách Sherlocka Holmese?,compositional
669,"Which film has the director who was born first, Our Crazy Aunts or Dearest (2014 Film)?",bridge_comparison
670,Where was the wife of Pierre-Marie Gault De Saint-Germain born?,compositional
671,"Do the movies The Nut (1921 Film) and Emi (Film), originate from the same country?",comparison
672,"Which film has the director who is older than the other, Spooks And Spirits or Cat Chaser? ",bridge_comparison
673,What is the place of birth of the founder of Horseshoe Gaming Holding Corporation?,compositional
674,Do both films My Father'S Happy Years and Hungarian Rhapsody (1979 Film) have the directors from the same country?,bridge_comparison
675,Where was the place of burial of Archduchess Catherine Renata Of Austria's mother?,compositional
676,Where did the director of film The Lantern (Film) die?,compositional
677,"Which film whose director was born first, El Lazarillo De Tormes or Balyasakhi?",bridge_comparison
678,Where did the director of film Turn It Up (Film) study?,compositional
679,What is the place of birth of Consort Liang's husband?,compositional
680,Where was the place of death of the composer of song A House Is Not A Motel?,compositional
681,"Which film has the director who was born first, Alan Poza or Đuka Begović?",bridge_comparison
682,Who is the paternal grandfather of Sikhanyiso Dlamini?,inference
683,"Which film was released earlier, Schlußakkord or Bettler Gmbh?",comparison
684,Where was the mother of Vittoria Farnese D'Este born?,compositional
685,Who is the child of the director of film Kathputli (1971 Film)?,compositional
686,"Which film has the director who died later, The Future Of Emily or Accused Of Murder?",bridge_comparison
687,Does Johnette Napolitano have the same nationality as Tony Mills (Physician)?,comparison
688,"Who died later, Jeong Hyeon-Mo or Arnold Lang?",comparison
689,Where was the director of film Dogtown And Z-Boys born?,compositional
690,Which country the director of film The Yellow Handkerchief (2008 Film) is from?,compositional
691,"Which film was released more recently, The 7Th Hunt or Gair Kanooni?",comparison
692,Who is the paternal grandfather of Diego Fernández De Oviedo?,inference
693,Are both directors of films Kill Me Three Times and Give And Take (Film) from the same country?,bridge_comparison
694,"Who was born later, Brahima Cissé or Väinö Malmivaara?",comparison
695,Where does the director of film Academy Of Doom work at?,compositional
696,Where was the place of death of the director of film Ducháček Will Fix It?,compositional
697,What is the date of death of the director of film Uncivil Liberties?,compositional
698,Do Tian Yu and Michael Patrick Hearn have the same nationality?,comparison
699,Why did the director of film The Devil'S Playground (1937 Film) die?,compositional
700,Who is the spouse of the director of film Otte Akkorder?,compositional
701,"Which film was released more recently, El Amor Y El Espanto or A Simple Twist Of Fate?",comparison
702,"Which film has the director who died first, Life'S Greatest Game or Babes A Gogo?",bridge_comparison
703,Who is the paternal grandfather of Dietrich Ii Of Isenberg-Limburg?,inference
704,"Who was born later, Borys Karnicki or Admir Velagić?",comparison
705,"Where was the husband of Florence Bligh, Countess Of Darnley born?",compositional
706,"Which film has the director born later, Je Vous Aime or The Autonomines?",bridge_comparison
707,Which country the composer of film Charlotte For Ever (Film) is from?,compositional
708,"Which film has the director who died later, The Rainbow Jacket or Mahallada Duv-Duv Gap?",bridge_comparison
709,Where was the place of death of the director of film Girl In The Headlines?,compositional
710,Do both films The Animal Project and 1987 (Film) have the directors from the same country?,bridge_comparison
711,Where did the composer of song The Red Telephone (Song) die?,compositional
712,What is the place of birth of the creator of It'S Only Tv?,compositional
713,Where did the director of film When The Girls Take Over die?,compositional
714,"Which film has the director who died earlier, Whiffs or Bada Kabutar?",bridge_comparison
715,"Who is younger, Giovanni Scifoni or Sirwan Kakai?",comparison
716,Where was the place of death of the director of film Touki Bouki?,compositional
717,What is the place of birth of the director of film Kailangan Ko'Y Ikaw?,compositional
718,Where did the director of film Lucky Ladies die?,compositional
719,Who is Dolores Costello's child?,inference
720,Who is the spouse of the director of film Min Kone Er Uskyldig?,compositional
721,Where was the director of film She'S All That born?,compositional
722,Do both films Holiday For Lovers and Mr. Stitch have the directors that share the same nationality?,bridge_comparison
723,"Who is Elizabeth Stuart, Countess Of Lennox's mother-in-law?",inference
724,Where was the place of death of the director of film Frate Sole?,compositional
725,Which country the performer of song Sunshine (Dino Song) is from?,compositional
726,"Which film has the director who died later, Paper Bullets or Karakolda Ayna Var?",bridge_comparison
727,Which country the director of film Apprentice To Murder is from?,compositional
728,"Which film has the director born later, Paris Interlude or Mystery, Alaska?",bridge_comparison
729,Are Beihang University and Wuhan University Of Science And Technology located in the same country?,comparison
730,Where did the director of film The Little Door Into The World die?,compositional
731,Who is the child of the director of film Land Of My Fathers (Film)?,compositional
732,What is the place of birth of the director of film Sunshine Dad?,compositional
733,"Which album came out earlier, Pebbles (Pebbles Album) or What A Day?",comparison
734,Who was born first out of Jennifer Braun and Jessica Yatrofsky?,comparison
735,"What is the place of birth of the director of film Oh Billy, Behave?",compositional
736,Where was the director of film Corazón (Film) born?,compositional
737,Where was the place of death of the director of film Song Of China?,compositional
738,"Which film has the director who was born first, Song O' My Heart or Sons Of New Mexico?",bridge_comparison
739,"Which film has the director born earlier, Last Of The Warrens or Capulina Speedy González?",bridge_comparison
740,What is the place of birth of the director of film Moving Midway?,compositional
741,Where does the director of film Cursed For Gold work at?,compositional
742,Where was the place of death of the director of film Romulus And The Sabines?,compositional
743,Where did the director of film Colleen (1927 Film) die?,compositional
744,"Which film was released first, The First 7Th Night or Aansoo Ban Gaye Phool?",comparison
745,"Which film was released first, Moonnam Pakkam or Tribute To The Teachers?",comparison
746,"Which film has the director who was born first, Bat*21 or The Lunatic At Large?",bridge_comparison
747,Are Antoine Jean-Baptiste Thomas and Canardo (Rapper) of the same nationality?,comparison
748,"Who is older, Mikko Salminen or Wallace Thayer?",comparison
749,"Who is Louis I, Cardinal Of Guise's father?",inference
750,"Which film was released more recently, Young And Dangerous or The Hi-Jackers?",comparison
751,"Which film was released first, The Marva Collins Story or Akkara Paha?",comparison
752,"Who died later, Abbye ""Pudgy"" Stockton or Giuseppe Drugman?",comparison
753,Who is the mother-in-law of Ada Of Scotland?,inference
754,Where did the director of film First Orbit graduate from?,compositional
755,"Who is older, Asaad Abu Gilel Al-Taie or Zoran Belošević?",comparison
756,Where was the director of film Deewana (1992 Film) born?,compositional
757,Where did the director of film Trading Paint graduate from?,compositional
758,"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",comparison
759,"Which film has the director born later, Santa Claus Is A Stinker or The Seven-Ups?",bridge_comparison
760,"Which film whose director is younger, Mommy Is At The Hairdresser'S or Down Three Dark Streets?",bridge_comparison
761,"Which film came out earlier, The Complaint Of An Empress or Goldilocks And The Jivin' Bears?",comparison
762,Are the directors of films The Girl Of The Golden West (1922 Film) and Love At The Wheel both from the same country?,bridge_comparison
763,"Who lived longer, Trudeliese Schmidt or Yardena Alotin?",comparison
764,"Which film has the director who was born later, Alla Luce Del Sole or Allegheny Uprising?",bridge_comparison
765,"Which film whose director is younger, A Night'S Adventure or Insaciable?",bridge_comparison
766,"Which film was released first, Sarah Prefers To Run or Tears Of April?",comparison
767,"Which film was released first, Koko And The Ghosts or Cheppave Chirugali?",comparison
768,What is the place of birth of Adrienne Camp's husband?,compositional
769,"Who was born later, Meinhart Maur or Slaviča Kundačina?",comparison
770,"Which film has the director born earlier, The Belle Of Broadway or Count Varenne'S Lover?",bridge_comparison
771,"Which film has the director who is older than the other, Target Zero or A Midnight Clear? ",bridge_comparison
772,"Which film has the director who is older than the other, The Queen Of The Night or About Schmidt? ",bridge_comparison
773,What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,compositional
774,"Which film has the director who died earlier, Sam'S Boy or The Pioneers (1926 Film)?",bridge_comparison
775,"Are the movies Ostitto and Hangor Nodi Grenade, from the same country?",comparison
776,Who is the spouse of the director of film Hondo (Film)?,compositional
777,"Which film whose director was born first, The Outside Woman or Three Smart Girls?",bridge_comparison
778,What is the place of birth of the director of film The Silent Partner (1923 Film)?,compositional
779,Who was born first out of Olaf Andreas Gulbransson and William James Linton?,comparison
780,"Which film whose director is younger, Forbidden Ground or Free Guy?",bridge_comparison
781,What is the date of birth of Princess Maria Felicita Of Savoy's mother?,compositional
782,Where was the director of film Highway Dragnet born?,compositional
783,"Which film has the director who is older, Mi Campeón or Blackbeard The Pirate?",bridge_comparison
784,What is the place of birth of Sean Sogliano's father?,compositional
785,"Which film has the director who is older than the other, Say One For Me or The Burrowers? ",bridge_comparison
786,Where was the father of Jean D'Estrées born?,compositional
787,"Who was born later, Kurt Vespermann or Erica Udén Johansson?",comparison
788,Are both Laubusbach and Hudau located in the same country?,comparison
789,What is the place of birth of the director of film Missing Witnesses?,compositional
790,"Which film has the director who was born later, Carmen, Baby or The Little Gypsy?",bridge_comparison
791,"Which film was released earlier, August Underground'S Penance or Vasantha Raagam?",comparison
792,Where did the composer of film Rajaratha graduate from?,compositional
793,"Who is Prince Nicolas, Duke Of Ångermanland's mother?",inference
794,"Which film was released more recently, Night Life In Reno or Crooked Streets?",comparison
795,Who is the maternal grandfather of Suddha Dibyaratana?,inference
796,"Are both villages, Rhosgoch and Qaleh-Ye Sahar, located in the same country?",comparison
797,What is the place of birth of the director of film Wild Geese (Film)?,compositional
798,Who is Siemowit Of Dobrzyń's paternal grandmother?,inference
799,"Do both films: Tears Were Falling and Hail, Mary! have the directors from the same country?",bridge_comparison
800,What is the place of birth of the performer of song I Won?,compositional
801,"Which film has the director died earlier, Man'S Castle or The Dalton Gang (Film)?",bridge_comparison
802,"Which film has the director died earlier, Parakh (1944 Film) or Capek'S Tales?",bridge_comparison
803,Are Carl Wijk and Anders Lindstedt from the same country?,comparison
804,"Which film has the director born later, A Little Like Drowning or That Woman?",bridge_comparison
805,"Who is Prince Eugenio, Duke Of Genoa's father?",inference
806,Which country the trumpeter of Paper Bird is from?,compositional
807,What nationality is the director of film The Sound (Film)?,compositional
808,Are both Gravitation: Variation In Time And Space and The Boys Of Ghost Town from the same country?,comparison
809,What is the place of birth of Princess Anna Of Saxony (1836–1859)'s mother?,compositional
810,Do both films Warn London and Seabiscuit (Film) have the directors from the same country?,bridge_comparison
811,"Which film has the director who died first, The Cantabrians or Week-End In Havana?",bridge_comparison
812,What is the place of birth of the composer of film Men With Brooms?,compositional
813,Where does Andy Smith (Entrepreneur)'s wife work at?,compositional
814,"Who was born later, Ouro-Nimini Tchagnirou or Layneker Zafra?",comparison
815,Where did the director of film Breakfast In Bed (Film) die?,compositional
816,Where was the place of death of the director of film Good Day For A Hanging?,compositional
817,Where was the composer of film Post Master born?,compositional
818,Where was the director of film Other People'S Relatives born?,compositional
819,"Who was born later, Edwin Vose Sumner Jr. or Rene Röthke?",comparison
820,"Which film has the director who died first, Le Périscope or Churam?",bridge_comparison
821,Do Paul Wiggins and Gary Day (Politician) have the same nationality?,comparison
822,What nationality is Princess Anne Of Orléans's father?,compositional
823,"Which film came out earlier, Irina Palm or Big Man On Campus?",comparison
824,Who is the child of the director of film The Savage Is Loose?,compositional
825,"Which film has the director who is older, Bandits Of El Dorado or Secret Svensson?",bridge_comparison
826,"Who is younger, Bob Degen or Ashad Ali?",comparison
827,"Do both films, Mademoiselle Chiffon and Panique, have the directors who are from the same country?",bridge_comparison
828,What is the place of birth of the director of film Timerider: The Adventure Of Lyle Swann?,compositional
829,What is the place of birth of the director of film Melati Van Agam (1931 Film)?,compositional
830,"Who was born earlier, Giovanni Lo Porto or Lee Kang-Sheng?",comparison
831,What is the date of death of Elisabeth Of Nuremberg's mother?,compositional
832,Where was the father of Stephan Henrik Barratt-Due born?,compositional
833,"Who is the maternal grandfather of Infanta Elena, Duchess Of Lugo?",inference
834,"Who was born later, Paul De Scherff or Lyudmyla Olyanovska?",comparison
835,"Which film was released earlier, Komaligal or Times Of Joy And Sorrow?",comparison
836,"Who died earlier, Daniel Maynadier Henry or Richard Westmacott (The Younger)?",comparison
837,What is the place of birth of Claudia Rodríguez De Castellanos's husband?,compositional
838,"Which film whose director was born first, Two Hearts In Waltz Time or Then I Sentenced Them All To Death?",bridge_comparison
839,Who is the maternal grandmother of Janusz Aleksander Sanguszko?,inference
840,Are Bal Vidyalaya (Kota) and Loreto House both located in the same country?,comparison
841,What nationality is the director of film The Day The Sun Turned Cold?,compositional
842,What is the date of birth of the director of film All The Days Before Tomorrow?,compositional
843,What is the place of birth of Archduchess Gregoria Maximiliana Of Austria's mother?,compositional
844,"Which film came out earlier, Le Roi Des Champs-Élysées or Honoré De Marseille?",comparison
845,"Which film has the director died later, All The Sins Of The Earth or Women In The Wind?",bridge_comparison
846,Where did the director of film Holiday Affair die?,compositional
847,"Which film has the director who was born later, Cyclone Fury or Heads I Win, Tails You Lose?",bridge_comparison
848,Where was the director of film Ninja Iii: The Domination born?,compositional
849,Where was the director of film Sharks' Treasure born?,compositional
850,Where was the place of death of the director of film Just Once A Great Lady (1957 Film)?,compositional
851,Who is Blanche Of Portugal (1259–1321)'s paternal grandmother?,inference
852,Where did the director of film The Escapist (2002 Film) study?,compositional
853,Who was born first out of Alfred Newton Richards and George Thomas Armstrong?,comparison
854,Was Jovita Carranza or Fidel Kuri Grajales born first?,comparison
855,Where was the place of death of the director of film Easy To Love (1934 Film)?,compositional
856,"Which film has the director died first, Adventures Of Kitty O'Day or Private Lessons (1975 Film)?",bridge_comparison
857,"Which film has the director who was born later, The Eternal Tone or He Who Rides A Tiger?",bridge_comparison
858,Where did the director of film Walkover (Film) graduate from?,compositional
859,Where does the director of film The Maggie work at?,compositional
860,Where was the composer of song Vi Skall Fara Bortom Månen born?,compositional
861,"Who is younger, Sven-Ole Thorsen or Kostia Vlastos?",comparison
862,"Where did the director of film Baree, Son Of Kazan (1918 Film) die?",compositional
863,Where was the father of Daniel Carasso born?,compositional
864,"Which film has the director born first, Avasara Police 100 or Iniyum Puzhayozhukum?",bridge_comparison
865,"Which film was released earlier, Marock or Antaratama?",comparison
866,Where was the place of burial of Princess Anastasia Of Georgia's mother?,compositional
867,Where was the husband of Chipeta born?,compositional
868,"Which film whose director is younger, Turks In Space or The Souvenir Part Ii?",bridge_comparison
869,Do director of film Simha Jodi and director of film The Pauper Millionaire share the same nationality?,bridge_comparison
870,"Which film was released more recently, In The Country Of Juliets or Requiem For A Dream?",comparison
871,"Which film was released more recently, Swaroopa or The Secrets Of Wu Sin?",comparison
872,Are both Flying Fifty-Five and Approaching Midnight from the same country?,comparison
873,"Who is older, James M. Burd or Clay Campbell?",comparison
874,"When was Diane, Duchess Of Württemberg's husband born?",compositional
875,"Which film has the director born later, Robert Rylands' Last Journey or That Royle Girl?",bridge_comparison
876,Where was the director of film Being Twenty born?,compositional
877,What is the place of birth of the director of film Sky High (1922 Film)?,compositional
878,What is the place of birth of the director of film Back Long Ago?,compositional
879,"Which film has the director who died earlier, Lucky Kids or The Motorist Bride?",bridge_comparison
880,Where does the director of film Made In U.S.A. (1987 Film) work at?,compositional
881,"Which film has the director who died earlier, Deuce High or The King Is The Best Mayor?",bridge_comparison
882,Where did the director of film Back Long Ago die?,compositional
883,"Who was born later, Toni Blankenheim or George Otto Noville?",comparison
884,"Which film has the director who is older, New York Nights or The Seventh Sign?",bridge_comparison
885,"Which film has the director who died earlier, Ma And Pa Kettle Go To Town or Malibu Express?",bridge_comparison
886,"Which film has the director born later, Under The Lantern or Darling Of The Gods?",bridge_comparison
887,Where was the director of film Outlaw: The Saga Of Gisli born?,compositional
888,Where was the place of death of the performer of song The Mary Ellen Carter?,compositional
889,"Which film was released earlier, Porinju Mariam Jose or Love Yoou Soniye?",comparison
890,What nationality is Blanche Of Bourbon's father?,compositional
891,"Which film has the director who was born earlier, When Love Sets The Fashion or The Over The Hill Band?",bridge_comparison
892,Do director of film Burke & Hare (1971 Film) and director of film King Lear (1999 Film) have the same nationality?,bridge_comparison
893,Who is Ermengarde Of Tuscany's paternal grandfather?,inference
894,Are both Klinovets and Ochkurovka located in the same country?,comparison
895,Where did the director of film Barakat! study?,compositional
896,"Which film has the director who died first, Fear Over The City or In The Shadow Of Kilimanjaro?",bridge_comparison
897,"Which film has the director born first, Fala Sério, Mãe! or Kandukondain Kandukondain?",bridge_comparison
898,Who is the maternal grandfather of Vyacheslav Yaroslavich?,inference
899,"Which film has the director born later, A Touch Of Zen or I Once Had A Comrade?",bridge_comparison
900,"Who is older, Lisa O'Keefe or Anan Buasang?",comparison
901,"Which film has the director who was born later, Race With The Devil or Outside The Three-Mile Limit?",bridge_comparison
902,Which country Princess Elisabeth Of Luxembourg (1901–1950)'s husband is from?,compositional
903,"Which film has more directors, Little Black Book or Bombay Calling?",comparison
904,"Who was born later, Bradley Tyler Johnson or Bernardo Freitas?",comparison
905,"When was Jarosław, Duke Of Opole's father born?",compositional
906,Where was the director of film Rampart (Film) born?,compositional
907,What is the place of birth of the director of film Woman Walks Ahead?,compositional
908,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?",bridge_comparison
909,"Which film has the director who was born earlier, Marooned In Iraq or The Woman In 47?",bridge_comparison
910,Where was the place of death of Flavia Domitilla (Saint)'s husband?,compositional
911,"Who is Henry Beresford, 3Rd Marquess Of Waterford's paternal grandfather?",inference
912,What nationality is the director of film His Last Dollar?,compositional
913,Who is Hrólfr Gautreksson's paternal grandfather?,inference
914,"Which film was released first, And Who Is Kissing Me? or Bush Christmas?",comparison
915,Where was the director of film Nagarahole (Film) born?,compositional
916,"Did the bands The Crown (Band) and Dazz Band, originate from the same country?",comparison
917,Where was the composer of film Tholi Prema born?,compositional
918,Where was the place of death of the director of film The Palace Of Angels?,compositional
919,Where did the director of film Torrid Zone die?,compositional
920,"Which country Siegfried, Prince-Archbishop Of Bremen's father is from?",compositional
921,Where was the place of death of the director of film A Hero Of The Big Snows?,compositional
922,Who is Queen Inseong's mother-in-law?,inference
923,"Which film has the director died first, Showdown At Boot Hill or The Walls Of Hell?",bridge_comparison
924,"Which film whose director is younger, Showdown At Boot Hill or The Walls Of Hell?",bridge_comparison
925,"Which film was released earlier, Mercadet or Nangna Kappa Pakchade?",comparison
926,"Which film has the director born earlier, Sabar Upare Maa or Badhti Ka Naam Dadhi?",bridge_comparison
927,Where was the performer of song Come Over To My Place born?,compositional
928,"Where did Elisabeth Of Cleves, Countess Of Schwarzburg-Blankenburg's mother die?",compositional
929,Are Yana Kusma and Pillune (La Unión) both located in the same country?,comparison
930,"Who was born later, Anke Fuchs or Anders Lundqvist?",comparison
931,Which country the director of film Dirty God is from?,compositional
932,Did R. D. Call and Taryn Power share the same nationality?,comparison
933,Who is Teriimaevarua Iii's paternal grandmother?,inference
934,"Which album came out earlier, Back On My B.S. or Starbomb (Album)?",comparison
935,What is the place of birth of Karin Stoltenberg's husband?,compositional
936,"Which album was released earlier, Banditi Di Praga or Von Mensch Zu Mensch?",comparison
937,"Which film has the director who was born first, Haiducii Lui Șaptecai or The Assignment (2016 Film)?",bridge_comparison
938,Which country the director of film Every Woman Has Something is from?,compositional
939,Who is Duchess Marie Louise Of Mecklenburg-Schwerin's paternal grandfather?,inference
940,Are Chah-E Afghan-E Yek and Bochorna both located in the same country?,comparison
941,"Which film has the director who is older, This Love Of Ours or The Red Siren?",bridge_comparison
942,When was the director of film We Who Are About To Die born?,compositional
943,"Who was born later, Haris Bashir or Mokete Mokhosi?",comparison
944,Who is the spouse of the director of film Emergency Wedding?,compositional
945,"Which film has the director died earlier, Hidden Power or Hiawanda'S Cross?",bridge_comparison
946,"Which film has the director who was born later, Talk Of The Devil or The Women House Of Brescia?",bridge_comparison
947,What is the place of birth of the composer of film The Quiet One (Film)?,compositional
948,Where does Babe Paley's husband work at?,compositional
949,Are What Every Woman Learns and The Guns (Film) from the same country?,comparison
950,"Which film has the director who died earlier, 'If Only' Jim or Captain Eddie?",bridge_comparison
951,What is the place of birth of Kévin Ledanois's father?,compositional
952,"Who was born earlier, Raúl Osorio or James B. Harris?",comparison
953,Which country the director of film Martin'S Day is from?,compositional
954,Who is Prince Gorm Of Denmark's paternal grandfather?,inference
955,"Which film was released more recently, Marriage License? or Maalgudi Days?",comparison
956,Where did the composer of film Oru Swakaryam die?,compositional
957,"Who was born first, Christa Faust or Zainol Fadzi Paharudin?",comparison
958,Where was the husband of Suzanne Curchod born?,compositional
959,What is the place of birth of Annick Dumont's husband?,compositional
960,"Who was born later, Justin Godart or Grethe Rottböll?",comparison
961,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",bridge_comparison
962,"Which film whose director was born first, Zookeeper (Film) or Seeds Of Hope: Hiv/Aids In Ethiopia?",bridge_comparison
963,"Who was born later, Zhang Mengying or Wolfgang Herrndorf?",comparison
964,"Which film came out earlier, Release The Prisoners To Spring or Prizzi'S Honor?",comparison
965,Where was the director of film The Girl Of Last Night born?,compositional
966,Where did the director of film Yang ± Yin: Gender In Chinese Cinema study?,compositional
967,"Which film whose director is younger, Roland The Mighty or Graves Without A Name?",bridge_comparison
968,Which country the composer of song Por Una Cabeza is from?,compositional
969,Who is the paternal grandfather of George I Ghisi?,inference
970,"Which film has the director who died later, The Vengeance Of Ursus or Edward And Caroline?",bridge_comparison
971,What is the place of birth of the director of film Blood And Donuts?,compositional
972,"Which film was released more recently, Behind Locked Doors or Crossing Delancey?",comparison
973,Where was the director of film Rose Bernd (1957 Film) born?,compositional
974,What is the place of birth of the director of film The Amorous Ones?,compositional
975,Are His Wife'S Husband and Slaves In Bondage from the same country?,comparison
976,"Which film whose director was born first, The Nymph or Blood, Guts, Bullets And Octane?",bridge_comparison
977,"Which film was released more recently, Summer In Berlin or Apne?",comparison
978,Who is Elisabeth Raiser's paternal grandfather?,inference
979,Who is Jan Of Cieszyn's paternal grandfather?,inference
980,Which country the performer of song Il Me Reste Un Pays is from?,compositional
981,Who is the child of the director of film The Trouble With Cali?,compositional
982,"Who was born later, Burhan Atak or Pepe Hern?",comparison
983,What is the place of birth of Ray Hutchison's wife?,compositional
984,Do Jean-Martin De Prades and Marcel Henry have the same nationality?,comparison
985,"Who is Princess Adrienne, Duchess Of Blekinge's mother?",inference
986,"Which film has the director who died later, A Husband For Anna or Gorky 3: My Universities?",bridge_comparison
987,"Which film has the director who died first, Drift Fence or Death On The Set?",bridge_comparison
988,Where was the place of death of the composer of film Tea And Sympathy (Film)?,compositional
989,Who is Sultan Hatun's mother-in-law?,inference
990,Who is Princess Hermine Of Waldeck And Pyrmont's paternal grandmother?,inference
991,"Which film came out earlier, Berkeley In The Sixties or Caesar Must Die?",comparison
992,Who is the father-in-law of Countess Palatine Elisabeth Auguste Sofie Of Neuburg?,inference
993,"Which film came out earlier, The Artist And The Model or Pájaro Loco?",comparison
994,"Which film came out earlier, A Wedding For Bella or Not For Publication?",comparison
995,"Which one was established first, Dinky Toys or Tip Top Tailors?",comparison
996,What is the date of death of the director of film Not Of The Woman Born?,compositional
997,Where was the place of death of the composer of film Nurse (Film)?,compositional
998,Who is the father of the performer of song Quiero Estar Contigo?,compositional
999,"Which film has the director died later, La Casa Stregata or My Four Years In Germany?",bridge_comparison
1000,Which country Princess Claude Of Orléans's husband is from?,compositional
1001,"Which film has the director died earlier, Who'S Got The Action? or A Cuban In Spain?",bridge_comparison
1002,"Which film has the director who is older, Death For Sale or The Fitzgerald Family Christmas?",bridge_comparison
1003,When did Anastasia De Torby's mother die?,compositional
1004,Where was the director of film Mark (Film) born?,compositional
1005,Which country Prince Mircea Of Romania's father is from?,compositional
1006,"Who lived longer, John Chilton or Andrzeja Górska?",comparison
1007,"Which film came out first, Come Rain Or Shine or The Harrad Experiment?",comparison
1008,"Who was born later, Henriette Løvar or Ezgjan Alioski?",comparison
1009,Where was the place of burial of Eugénie Éboué-Tell's husband?,compositional
1010,"Who lived longer, Alice K. Bache or Ma Xisheng?",comparison
1011,Which country John Of Bohemia's mother is from?,compositional
